avg_speed,max_speed,speed_std,max_iou,avg_iou,min_vehicle_distance,avg_vehicle_distance,max_vehicle_count,avg_vehicle_count,frames,label,video
0.4188131764953828,12.853915533068124,0.7875440426208614,0.9892853,0.0039672786,0.1841219142945307,221.06600353465564,9,5.896935933147632,359,1,accident01.mp4
1.2003363405717047,14.611921673923757,1.7295342558510116,0.99813765,0.019231131,0.012788658653622272,206.4869509756167,9,5.016949152542373,295,1,accident02.mp4
2.2294666747797365,26.764114221445734,2.8564459352244476,0.9742068,0.037328888,0.14596021332520556,203.81905004357301,7,3.178117048346056,393,1,accident03.mp4
0.8572081131582572,13.981524674604072,1.5280415701613115,0.9973949,0.009462772,0.06410898101182591,295.2297240364977,11,7.228915662650603,249,1,accident04.mp4
1.834662158074828,66.53920880649055,3.66115123400283,0.98219174,0.006077898,0.6664380610432428,246.49324267429535,9,6.7285223367697595,291,1,accident05.mp4
3.2643027124638486,25.062971229594243,3.962189451887692,0.9841109,0.0032898262,0.3605037047556906,233.79165414583383,12,6.4010889292196005,551,0,normal01.mp4
3.824854825435473,14.249543299801916,1.7675109554156003,0.97822684,0.016460638,0.031278016525394504,287.46973135197896,16,10.157142857142857,490,0,normal02.mp4
2.2400854985205823,14.965474385530998,1.7517933535600572,0.9881028,0.0018372522,0.101955862483547,274.4570694010852,25,17.668647845468055,673,0,normal03.mp4
0.49882203526560415,16.24879709339808,0.5109147800345768,0.9901365,0.0126338545,0.29602126288563496,320.14369245577444,15,10.637333333333334,750,0,normal04.mp4
0.6793287067436731,13.800516445060692,0.6125594792559914,0.67125595,0.012927518,5.198450319751908,257.2647651196253,13,8.33133133133133,999,0,normal05.mp4
